"Status","Name","Duration in ms","Description"
"passed","unknown.MailServer_NoAttachment","787",""
"passed","unknown.RunTransferAmount","552",""
"passed","unknown.WhenSendingTradesForAdjustHedge_Tolerance5000_Rounding100_SimplifyDates_LTTrue_SendTradesCorrectly","2356",""
"passed","unknown.TestGetAllocationTargetLot_SellTrade_PercentTo_BasisPosition_ForCurrentShares_WithExistingTrades_ValidateResponse","7079",""
"passed","unknown.WhenChildOrderEntryTsValidationFailsExpectReject","4010",""
"passed","unknown.Test_UpdateExecution_WithInValidAutocalculationField_ExpectedBadRequest","10397",""
"passed","unknown.TestGetAllocationTargetLot_SellTrade_DecreaseByPercent_BasisTotalAssets_ForCurrentShares_WithExistingTrades_ValidateResponse","6071",""
"passed","unknown.WhenRunningIVolScenarioOnValidOptionPutOptionPricesCorrectly","3388",""
"passed","unknown.WhenDoingDataValidationFutureNoExpirationErrorReported","2135",""
"passed","unknown.WhenDoingDataValidationUSOptionNoStrikeErrorReported","1504",""
"passed","unknown.InsertBrokerUDF_AcceptsUserDefinedField_ForDateType","7",""
"passed","unknown.Verify_TransactionTimeMicrosecondPrecisionOrderRouting","2215",""
"passed","unknown.WhenGettingFullViewDataCheckColumnNumber","697",""
"passed","unknown.ChangeIdmToNullForSingleAllocation","3205",""
"passed","unknown.Verify_DFD","2452",""
"passed","unknown.WhenUpdatingInvestmentTrackingConfigurations","23",""
"passed","unknown.WhenSecurityPassesFilterAndSuccessOnSecondaryMatch","6097",""
"passed","unknown.GetArchivePortfolioGroupTotal","61",""
"passed","unknown.TradeImporter_SendToTrading_MergeTrades","3317",""
"passed","unknown.WhenCheckingServiceState","4",""
"passed","unknown.SingleBrokerPartiallyFilledF5Trade","29172",""
"passed","unknown.Verify_Execution_Cancellation_AppendRollup_TradeExistsOnBlotterAndCommitedToBroker","18444",""
"passed","unknown.EzeIntradayXML_CheckCreateFileWhenNoTrades","4528",""
"passed","unknown.CreateTStateTradeWithIDMFieldsTestWithShortNameNotAvailable","1999",""
"passed","unknown.FTPPUT_OnlyPutMostRecentFile","14359",""
"passed","unknown.FTPGET_BadPassword","2240",""
"passed","unknown.RetrievePortfolio_Success","89",""
"passed","unknown.SendingLocatesForTradesImportedFromTradeImporter_BasedOnSetting_UpdateLocateInventoryForSecTypes","94030",""
"failed","unknown.Test_UpdateSingleExecution","170567",""
"passed","unknown.InsertSecUDF_AcceptsUserDefinedField_ForTimestampType","7",""
"passed","unknown.WhenCowboyEntrySwapFailsCompThenAckCompExpectClerkAccept","305608",""
"passed","unknown.TestGetAllocationTargetLotForSellTrade_WithRoundTo3_MinAmount23","27",""
"passed","unknown.Test_RetrieveAggregatedPositions_SecurityAndPortfolio","52",""
"passed","unknown.WhenChildOrderEditWithPermOffAndEMSComplianceOnlyFalse_Successful_ExpectClerkAccept","6018",""
"passed","unknown.Verify_TradeGen_AppendRollup_TradeExistsOnBlotterAndCommitedToBroker","14241",""
"passed","unknown.GetCfdTcCounterParty","124",""
"passed","unknown.WhenEditintChildOrderToSPFailsEDIValidationExpectTwoPendingTwoClerkReject","6021",""
"passed","unknown.EzeIntradayXML_FullIntradayFileWhenLotLevelCCssFalse","33153",""
"passed","unknown.WhenNotifying_TransactTimeIsCorrect","1036",""
"passed","unknown.Verify_BrokerTraderDefaultsToTradeTraderSetting_False_TradeGen_MatchRollUp","34481",""
"passed","unknown.Verify_PendingReplace_OnOrderQtyDecreaseFromOMS","3198",""
"passed","unknown.WhenLoadingAdjustHedge_LTTrue_DetailsPaneKeyedByCompositeSymbol","340",""
"passed","unknown.InsertSecurityDataBatchWithDefaultMifidFields","291525",""
"passed","unknown.ChangeTrader_Targeted_Trade_RunCompliance_ViolationReported","5450",""
"passed","unknown.CreateForwardSellTrade_WithDefaultDates","2421",""
"passed","unknown.ChangeTrader_Targeted_Trade_ProcessUserOverridingComplianceAction","5322",""
"passed","unknown.ProcessResidualOnABatchSelectMergedTradeWhichOriginatedFromStaging_ResidualTradeIsCreatedWithBroker","26176",""
"passed","unknown.Verify_MDO_HardMatchMatchAppend","241518",""
"passed","unknown.InsertBrokerUDF_AcceptsUserDefinedField_ForStringType","14",""
"passed","unknown.CheckAndUpdateTcTradeStatusAndTraderTest","72",""
"passed","unknown.UpdateTrader_AllOrNothingFalse_ValidData","48",""
"passed","unknown.GetTradeLotCountBySymbolTest","43",""
"passed","unknown.UpdateSettleCurrency_NotNull","4003",""
"passed","unknown.WhenAddingPairsOrdersIsSuccessfulExpectTwoClerkAccept","2007",""
"passed","unknown.EzeIntradayXML_CheckForCancelForNewIntraday","25547",""
"passed","unknown.GetServerTime_ByCheckingCurrentTime_ReturnsCurrectTime","3",""
"passed","unknown.EnterF5SellTrade_Attempt_Oversell","15603",""
"passed","unknown.WhenNotifying_PercentagePriceTypeSecType_PriceTypeIsOne","976",""
"passed","unknown.GetTradeUpdateRtHoldingsTest","126",""
"passed","unknown.FTPPUT_BadPassword","1840",""
"passed","unknown.AddDefaultSupplementalFillDatatoTrade","3549",""
"passed","unknown.WhenGettingPortfoliosFromXPortfolioProperty","1011",""
"passed","unknown.TradeMerge_TC_Brok_ExecOpt_RecordsBelongingToMergedBrokersDoNotGetDeleted","5650",""
"passed","unknown.FTPGET_WildCardInFileName","4646",""
"passed","unknown.MergeRules_Add","284",""
"passed","unknown.WhenRunningRollForward_Tolerance10000_RoundingHundredths_ColumnValuesAreCorrect","419",""
"passed","unknown.WhenEditingChildPairsOrdersPermOnAndEMSComplianceOnlyFalse_FailsTsValidation_ExpectComplianceViolation","4022",""
"passed","unknown.WhenParentOrderEditSuccessExpectsClerkAccept","6013",""
"passed","unknown.Test_DeleteExecution_WithWrongQueryParameter","23",""
"passed","unknown.Verify_MDO_DFDUpdateQtyOnTradeGen","120487",""
"passed","unknown.TestGetTheoreticalAmountByAllocationTargetLot","249603",""
"passed","unknown.EzeXmlTransformDetail_WithMMDDYYhashOutFilename","1158",""
"passed","unknown.Test_InsertSingleExecution_WhenExecutionVenueMicIsIncorrect","11089",""
"passed","unknown.InsertSecurityWithDefaultMifidFields","58",""
"passed","unknown.Verify_TradeGen_MatchAppend_BrokerNotCommitted","14951",""
"passed","unknown.Test_DeleteExecution_WhenMultipleQueryStringParamters_TradeId_OrderId","19",""
"passed","unknown.Verify_MultiDayOrder","259049",""
"passed","unknown.RunTargetCash","453",""
"passed","unknown.CreateTrade_NoTradeFinalize_Success_MultipleTrade_2_AllOrNothing_True_TState","2985",""
"passed","unknown.WhenRunningTradeForNeed_ClosedCashBalancesFalse_ColumnValuesAreCorrect","194",""
"passed","unknown.WhenRunningAdjustHedge_Tolerance5000_Rounding100_ColumnValuesAreCorrect","280",""
"passed","unknown.WhenSendingTradesForTradeForNeed_TargetFXPct_ColumnValuesAreCorrect","322",""
"passed","unknown.ValidateTradePublish_UpdateMSateTrade_NotFullRefresh","35701",""
"passed","unknown.SFTPPUT_MMDDYYDateinRemoteFileName","5526",""
"passed","unknown.TestTradeRule_ManualFinalize_OneFullyFilledTrade_OnePartiallyFilledTrade","5503",""
"passed","unknown.DeleteCustodian_IsAllorNothingFalse_Success","101",""
"passed","unknown.InsertOrUpdateSecurityDataBatch_UpdateMifidFieldsOfSecurities","585",""
"passed","unknown.Test_InsertSingleExecution","282404",""
"passed","unknown.WhenUsingShortCircuitingInFilter_TestAllRulesWithFilter_ResultArePassAndConsistent","42263",""
"passed","unknown.WhenRunningPostTradeCompliance_ForAllPositions_ViolationsReturned","4528",""
"passed","unknown.DeleteLocateRows","4161",""
"passed","unknown.BomAddBrokerUDF","23435",""
"passed","unknown.ExecutePostNewTradeTest","82",""
"passed","unknown.CreateForwardBuyTrade_WithDefaultDates","4290",""
"passed","unknown.InsertAllocatedTradeData_InsertTradeWithDefaultTradeDateBeforeStartUP_ExpectWeekDayDate","16694",""
"passed","unknown.CheckBrokerExists_ByCheckingNonexistentBroker_ReturnsFalse","2",""
"passed","unknown.CheckTradeExistsTest","28",""
"passed","unknown.RenameSecurity_RenameSecurityInMifidTable","330",""
"passed","unknown.ExecuteAssociateTradesOperation_TargetTrades","10889",""
"passed","unknown.WhenGetingColumnList","155",""
